Timestamp,Metabolic_State,CO2_ppm,O2_percent,Humidity_percent
2025-01-01 00:00:00,sleep,435.2062647943811,20.764104632832506,60.530534562817806
2025-01-01 00:01:00,sleep,436.7888170488386,20.841019680399185,56.31133020446819
2025-01-01 00:02:00,exercise,909.5495916885766,20.191241260644425,75.84122069345618
2025-01-01 00:03:00,sleep,445.52114198350637,20.82003278850313,58.716583498684265
2025-01-01 00:04:00,sleep,456.57660794363807,20.78682703152197,62.98781820164928
2025-01-01 00:05:00,sleep,461.24831534569205,20.814574627139066,63.046936414031414
2025-01-01 00:06:00,rest,594.8452701951107,20.66086785337686,43.58217185747313
2025-01-01 00:07:00,sleep,451.4957284249148,20.840491919770397,64.99915919080692
2025-01-01 00:08:00,rest,604.2050792958645,20.64870940437229,44.98061466715777
2025-01-01 00:09:00,rest,604.5772358931226,20.487657710757567,53.087209229867376
2025-01-01 00:10:00,exercise,889.7166117862238,20.080080666405443,64.5671282648457
2025-01-01 00:11:00,sleep,456.9488692386388,20.783835463591057,59.280081561196745
2025-01-01 00:12:00,exercise,901.4586112918121,20.264887590261942,72.04210436393032
2025-01-01 00:13:00,sleep,448.5446389777927,20.716767780257097,64.47315154575035
2025-01-01 00:14:00,rest,602.403360542257,20.604882228739246,39.3512264019386
2025-01-01 00:15:00,rest,599.8110588353849,20.612087687643413,50.09531500587831
2025-01-01 00:16:00,sleep,450.1924138942808,20.758254274361505,63.77165174233438
2025-01-01 00:17:00,rest,590.6729369700953,20.583680904847075,45.679628528317046
2025-01-01 00:18:00,sleep,454.9479345698056,20.70626148457913,60.468459732006764
2025-01-01 00:19:00,sleep,452.92862417047803,20.837880623024883,59.75924467007879
2025-01-01 00:20:00,rest,603.3299341959859,20.534905367844207,52.05375054319549
2025-01-01 00:21:00,rest,598.6948609965581,20.477591676074113,47.014136674158934
2025-01-01 00:22:00,sleep,452.42828933968326,20.811385839088278,59.987440980843466
2025-01-01 00:23:00,sleep,461.39960270884995,20.791393468353306,49.38232546131234
2025-01-01 00:24:00,sleep,457.39241527122687,20.85883825751011,65.69346245979101
2025-01-01 00:25:00,rest,597.3790461958897,20.592529467551156,54.91632022477551
2025-01-01 00:26:00,rest,623.9602638174746,20.643124767558984,55.441574680327406
